URL,Topic,Year_Published,Days Since Posted,Number of Images,Number of Videos,Number of Paragraphs,Number of Links,Number of Tags,Number of Words in Title,Number of Words in Subtitle,Number of Words in Article,Number of Numbers in Article,Source Was Al Jazeera,Article Was Posted On Monday,Article Was Posted On Tuesday,Article Was Posted On Wednesday,Article Was Posted On Thursday,Article Was Posted On Friday,Article Was Posted On Saturday,Article Was Posted On Sunday,Google Shares,Twitter Shares,Facebook Shares
http://www.aljazeera.com/news/asia/2009/10/200910242220960851.html,10,2009,2164,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009102161324251160.html,10,2009,2168,0,0,0,0,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,9
http://www.aljazeera.com/news/asia/2009/10/20091021152748268642.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/200910201225598138.html,10,2009,2168,0,0,0,0,0,6,15,0,0,0,0,0,1,0,0,0,0,0,0,17
http://www.aljazeera.com/news/asia/2009/10/2009102072430519409.html,10,2009,2169,0,0,0,0,0,7,14,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/20091019131137237471.html,10,2009,2169,0,0,0,0,0,6,10,0,0,0,0,1,0,0,0,0,0,0,0,33
http://www.aljazeera.com/news/asia/2009/10/2009101904144860680.html,10,2009,2170,0,0,0,0,0,6,11,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009101871138254988.html,10,2009,2170,0,0,0,0,0,6,14,0,0,0,1,0,0,0,0,0,0,0,0,10
http://www.aljazeera.com/news/asia/2009/10/200910181654574536.html,Politics,2009,2171,0,0,5,0,2,5,11,51,1,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009101783947935831.html,10,2009,2171,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009101823150795913.html,10,2009,2171,0,0,0,0,0,6,14,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/10/200910153129290460.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009101316814512585.html,10,2009,2176,0,0,0,0,0,6,9,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/200910111363898311.html,10,2009,2178,0,0,0,0,0,5,13,0,0,1,0,0,0,0,0,0,1,0,0,18
http://www.aljazeera.com/news/asia/2009/10/20091010173329880844.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/200910903737328195.html,10,2009,2180,0,0,0,0,0,6,13,0,0,0,0,0,0,0,1,0,0,0,0,10
http://www.aljazeera.com/news/asia/2009/10/2009108531259700.html,10,2009,2181,0,0,0,0,0,5,15,0,0,0,0,0,0,1,0,0,0,0,0,25
http://www.aljazeera.com/news/americas/2009/10/2009107175431443111.html,Americas,2009,2181,0,0,0,0,0,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2009/10/20091064451860748.html,Americas,2009,2183,0,0,0,0,0,6,13,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/10/2009106175023363406.html,10,2009,2182,0,0,0,0,0,6,17,0,0,0,0,0,1,0,0,0,0,0,0,28
http://www.aljazeera.com/news/asia/2009/10/200910455437690861.html,10,2009,2185,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,1,0,0,30
http://www.aljazeera.com/news/europe/2009/10/2009101204326550773.html,Europe,2009,2188,0,0,0,0,0,5,13,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2009/09/200992119157722689.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/2009930145641140757.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/2009926101231313412.html,Politics,2009,2193,0,0,10,0,5,5,13,372,1,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/2009925103339567810.html,9,2009,2194,0,0,0,0,0,6,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/2009924111448620477.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098311583575892.html,Politics,2009,2218,0,0,5,0,2,5,10,127,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/200993010327180138.html,9,2009,2189,0,0,0,0,0,6,13,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2009/09/2009929183519222810.html,Americas,2009,2190,0,0,0,0,0,6,15,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/200992924858907966.html,9,2009,2190,0,0,0,0,0,5,14,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/200992111035319236.html,9,2009,2198,0,0,0,0,0,6,12,0,0,0,1,0,0,0,0,0,0,0,0,32
http://www.aljazeera.com/news/asia/2009/09/20099201069620338.html,9,2009,2199,0,0,0,0,0,6,15,0,0,1,0,0,0,0,0,0,1,0,0,9
http://www.aljazeera.com/news/asia/2009/09/20099198165437548.html,9,2009,2199,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,1,0,0,2
http://www.aljazeera.com/news/asia/2009/09/200991015456247534.html,9,2009,2208,0,0,0,0,0,6,12,0,0,0,0,0,0,0,1,0,0,0,0,11
http://www.aljazeera.com/news/americas/2009/09/200991018389200455.html,Americas,2009,2208,0,0,0,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,0,12
http://www.aljazeera.com/news/asia/2009/09/200995131253872940.html,9,2009,2213,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,1,0,0,11
http://www.aljazeera.com/news/asia/2009/09/20099517273491492.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/2009952317543584.html,Politics,2009,2214,0,0,7,0,5,5,13,108,1,1,0,0,0,0,0,1,0,0,0,1
http://www.aljazeera.com/news/asia/2009/09/200994203618231305.html,Politics,2009,2215,0,0,5,0,2,5,17,54,2,1,0,0,0,0,1,0,0,0,0,5
http://www.aljazeera.com/news/asia/2009/09/2009916455940982.html,9,2009,2216,0,0,0,0,0,6,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009829131256991701.html,8,2009,2221,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,1,0,0,0,8
http://www.aljazeera.com/news/asia/2009/08/200982619824437701.html,8,2009,2222,0,0,0,0,0,4,11,0,0,0,0,0,0,0,1,0,0,0,0,18
http://www.aljazeera.com/news/asia/2009/08/20098273236812308.html,8,2009,2223,0,0,0,0,0,6,14,0,0,0,0,0,0,1,0,0,0,0,0,2
http://www.aljazeera.com/news/asia/2009/08/2009826134031496458.html,8,2009,2224,0,0,0,0,0,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009826739225330.html,8,2009,2224,0,0,0,0,0,4,13,0,0,0,0,0,1,0,0,0,0,0,0,18
http://www.aljazeera.com/news/asia/2009/08/200982513246339373.html,8,2009,2225,0,0,0,0,0,6,15,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009825153053658728.html,8,2009,2224,0,0,0,0,0,5,12,0,0,0,0,0,1,0,0,0,0,0,0,9
http://www.aljazeera.com/news/asia/2009/08/200982418046588823.html,8,2009,2225,0,0,0,0,0,5,13,0,0,1,0,1,0,0,0,0,0,0,0,6
http://www.aljazeera.com/news/asia/2009/08/20098245582260801.html,8,2009,2226,0,0,0,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098912120523214.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200982104928977688.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009823133723332570.html,8,2009,2226,0,0,0,0,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098221786961349.html,8,2009,2228,0,0,0,0,0,5,13,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200982271735800769.html,8,2009,2228,0,0,0,0,0,6,13,0,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/americas/2009/08/20098241635284516.html,Americas,2009,2226,0,0,0,0,0,5,13,0,0,1,1,0,0,0,0,0,0,0,2,6
http://www.aljazeera.com/news/americas/2009/08/200982423256764719.html,Americas,2009,2226,0,0,0,0,0,4,12,0,0,1,1,0,0,0,0,0,0,0,0,7
http://www.aljazeera.com/news/asia/2009/08/2009823112940446132.html,8,2009,2227,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,1,0,0,3
http://www.aljazeera.com/news/asia/2009/08/200982214524580711.html,8,2009,2227,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,1,0,0,9
http://www.aljazeera.com/news/asia/2009/08/2009821131153856540.html,8,2009,2229,0,0,0,0,0,5,12,0,0,0,0,0,0,0,1,0,0,0,0,5
http://www.aljazeera.com/news/asia/2009/08/200981941513532710.html,8,2009,2231,0,0,0,0,0,5,16,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981715394515241.html,8,2009,2232,0,0,0,0,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,6
http://www.aljazeera.com/news/asia/2009/08/200981675157960381.html,8,2009,2230,0,0,0,0,0,4,15,0,0,0,0,0,0,1,0,0,0,0,0,16
http://www.aljazeera.com/news/asia/2009/08/2009815852129221.html,8,2009,2234,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,1,0,0,3
http://www.aljazeera.com/news/asia/2009/08/200981543341664923.html,8,2009,2235,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,1,0,0,0,8
http://www.aljazeera.com/news/asia/2009/08/2009814165220451453.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098142136347739.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200984165428522676.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981413213627706.html,8,2009,2236,0,0,0,0,0,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981451916617861.html,8,2009,2236,0,0,0,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098140526754319.html,8,2009,2236,0,0,0,0,0,7,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009813132218106222.html,8,2009,2236,0,0,0,0,0,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009812171335161573.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981194629468195.html,8,2009,2239,0,0,0,0,0,6,16,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981083316785259.html,8,2009,2240,0,0,0,0,0,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009810133022507483.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009877355199215.html,8,2009,2243,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098693810702958.html,8,2009,2244,0,0,0,0,0,7,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200985143122228673.html,8,2009,2244,0,0,0,0,0,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098405653324979.html,8,2009,2246,0,0,0,0,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,9
http://www.aljazeera.com/news/asia/2009/08/2009834267924107.html,8,2009,2247,0,0,0,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971413118162635.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971774039306503.html,7,2009,2264,0,0,0,0,0,5,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971417572227640.html,7,2009,2265,0,0,0,0,0,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971311161270259.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009713111046328844.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009713112155517200.html,Asia,2009,2267,0,0,61,7,4,5,14,1123,9,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971210414701552.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971281916837942.html,7,2009,2269,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,1,0,0,6
http://www.aljazeera.com/news/asia/2009/07/2009711172145642471.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097114914993351.html,7,2009,2270,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097942458975278.html,7,2009,2272,0,0,0,0,0,5,14,0,0,0,0,0,0,1,0,0,0,0,0,9
http://www.aljazeera.com/news/asia/2009/07/20097810652372934.html,7,2009,2273,0,0,0,0,0,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009775370795148.html,7,2009,2274,0,0,0,0,0,6,14,0,0,1,0,1,0,0,0,0,0,0,0,3
http://www.aljazeera.com/news/asia/2009/07/2009759731779442.html,7,2009,2275,0,0,0,0,0,5,17,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200974184336848756.html,7,2009,2276,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,1,0,0,7
http://www.aljazeera.com/news/asia/2009/07/200973222151119224.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097342523877598.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/07/200974172738841372.html,Europe,2009,2277,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200972212959950459.html,7,2009,2278,0,0,0,0,0,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097285126815161.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,22,0,0
http://www.aljazeera.com/news/asia/2009/06/200962415552220477.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009718817646376.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097213316854568.html,7,2009,2279,0,0,0,0,0,5,14,0,0,0,0,0,0,1,0,0,0,0,0,29
http://www.aljazeera.com/news/asia/2009/07/20097351523579738.html,7,2009,2276,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/06/2009629152429466546.html,6,2009,2282,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/06/200962815525664398.html,6,2009,2283,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,1,0,0,33
http://www.aljazeera.com/news/asia/2009/06/200962802438775107.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/06/2009627103444647551.html,6,2009,2284,0,0,0,0,0,6,11,0,0,1,0,0,0,0,0,1,0,0,0,2
http://www.aljazeera.com/news/asia/2009/06/20096291372753518.html,6,2009,2282,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/06/20096299174440835.html,6,2009,2282,0,0,0,0,0,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200974682673306.html,7,2009,2277,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200976151215660135.html,7,2009,2275,0,0,0,0,0,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097611445961448.html,7,2009,2275,0,0,0,0,0,5,11,0,0,1,1,0,0,0,0,0,0,0,0,1
http://www.aljazeera.com/news/asia/2009/07/20097109590809227.html,7,2009,2271,0,0,0,0,0,5,13,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/200971212557155935.html,7,2009,2269,0,0,0,0,0,6,14,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/07/20097146640816904.html,7,2009,2267,0,0,0,0,0,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009713123530825810.html,7,2009,2268,0,0,0,0,0,5,13,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/07/200971216557447908.html,Europe,2009,2269,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,1,0,0,7
http://www.aljazeera.com/news/europe/2009/08/2009839492365763.html,Europe,2009,2247,0,0,0,0,0,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/04/200946115959207603.html,Europe,2009,2365,0,0,0,0,0,5,14,0,0,1,0,1,0,0,0,0,0,0,0,4
http://www.aljazeera.com/news/europe/2009/04/20094323015302675.html,Europe,2009,2368,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,1,0,0,0,2
http://www.aljazeera.com/news/europe/2009/04/20094385430304537.html,Europe,2009,2369,0,0,0,0,0,8,12,0,0,1,0,0,0,0,1,0,0,0,0,2
http://www.aljazeera.com/news/europe/2009/04/20094353925244736.html,Europe,2009,2369,0,0,0,0,0,7,14,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/04/20094320655188885.html,Europe,2009,2368,0,0,0,0,0,6,14,0,0,1,0,0,0,0,0,1,0,0,0,3
http://www.aljazeera.com/news/europe/2009/04/200944132144764492.html,Europe,2009,2368,0,0,0,0,0,8,9,0,0,1,0,0,0,0,0,1,0,0,0,7
http://www.aljazeera.com/news/asia/2009/08/200983173926115289.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098675040584689.html,8,2009,2244,0,0,0,0,0,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/07/2009725222723680566.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981320235586723.html,Politics,2009,2237,0,0,5,0,2,5,11,74,2,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/08/200981611737429742.html,Europe,2009,2234,0,0,0,0,0,6,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009814102733345674.html,8,2009,2236,0,0,0,0,0,4,12,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200981764027651232.html,8,2009,2233,0,0,0,0,0,6,10,0,0,0,1,0,0,0,0,0,0,0,0,10
http://www.aljazeera.com/news/asia/2009/08/200981712814908525.html,Politics,2009,2233,0,0,2,0,3,6,12,46,0,1,1,0,0,0,0,0,0,0,0,4
http://www.aljazeera.com/news/asia/2009/08/200981701814841131.html,8,2009,2233,0,0,0,0,0,6,11,0,0,0,1,0,0,0,0,0,0,0,0,3
http://www.aljazeera.com/news/asia/2009/08/2009822193436208837.html,Politics,2009,2228,0,0,4,0,2,5,14,47,0,1,0,0,0,0,0,1,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009820181436896275.html,Politics,2009,2229,0,0,5,0,2,4,13,64,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/americas/2009/05/2009511164129122874.html,Americas,2009,2330,0,0,0,0,0,4,16,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/05/200951014584320277.html,5,2009,2332,0,0,0,0,0,5,13,0,0,1,0,0,0,0,0,0,1,0,0,0
http://www.aljazeera.com/news/asia/2009/05/20095822482867260.html,5,2009,2333,0,0,0,0,0,6,12,0,0,1,0,0,0,0,0,1,0,0,0,16
http://www.aljazeera.com/news/asia/2009/05/20095771939244767.html,5,2009,2335,0,0,0,0,0,5,14,0,0,0,0,0,0,1,0,0,0,0,0,8
http://www.aljazeera.com/news/americas/2009/05/200955131318267982.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3
http://www.aljazeera.com/news/asia/2009/05/20095672330997508.html,5,2009,2336,0,0,0,0,0,8,14,0,0,0,0,0,1,0,0,0,0,0,0,86
http://www.aljazeera.com/news/asia/2009/05/20095631554987136.html,5,2009,2336,0,0,0,0,0,5,15,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/05/20095834627383156.html,5,2009,2334,0,0,0,0,0,5,12,0,0,1,0,0,0,0,1,0,0,0,0,5
http://www.aljazeera.com/news/asia/2009/05/20095715242226238.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/05/200956154619727525.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2
http://www.aljazeera.com/news/asia/2009/03/20093722520673354.html,3,2009,2395,0,0,0,0,0,7,11,0,0,1,0,0,0,0,0,0,1,0,0,3
http://www.aljazeera.com/news/asia/2009/08/20098239258797972.html,8,2009,2226,0,0,0,0,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200982485130209178.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,47
http://www.aljazeera.com/news/asia/2009/08/200982472928864466.html,Politics,2009,2226,0,0,5,0,2,6,10,52,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/200982652124725802.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009826203910170251.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/20098280543090619.html,8,2009,2222,0,0,0,0,0,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/08/2009831225353730700.html,8,2009,2218,0,0,0,0,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,6
http://www.aljazeera.com/news/americas/2009/02/2009218233411262319.html,Americas,2009,2412,0,0,0,0,0,6,16,0,0,0,0,0,0,1,0,0,0,0,0,2
http://www.aljazeera.com/news/asia/2009/09/20099921139217591.html,9,2009,2210,0,0,0,0,0,6,13,0,0,0,0,0,1,0,0,0,0,0,0,8
http://www.aljazeera.com/news/asia/2009/09/20099932357967275.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/20099854543155155.html,9,2009,2211,0,0,0,0,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/20099710246248924.html,9,2009,2212,0,0,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia-pacific/2009/09/20099714217638678.html,9,2009,2212,0,0,0,0,0,5,13,0,0,1,1,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/asia/2009/09/200994465561117.html,9,2009,2214,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,1,0,0,0,62
http://www.aljazeera.com/news/asia/2009/09/20099410316217486.html,Asia,2009,2215,0,0,5,0,1,6,14,63,1,1,0,0,0,0,1,0,0,0,0,2
http://www.aljazeera.com/news/asia/2009/09/20099273136216556.html,9,2009,2216,0,0,0,0,0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,8
http://www.aljazeera.com/news/europe/2009/09/200994131237545379.html,Europe,2009,2215,0,0,0,0,0,5,14,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/09/200993192523810859.html,Europe,2009,2216,0,0,0,0,0,6,13,0,0,1,0,0,0,1,0,0,0,0,0,3
http://www.aljazeera.com/news/europe/2009/09/2009931786326713.html,Europe,2009,2216,0,0,0,0,0,7,17,0,0,1,0,0,0,1,0,0,0,0,0,0
http://www.aljazeera.com/news/americas/2009/09/200992185420888200.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/middleeast/2009/09/2009921050771150.html,Middle East,2009,2217,0,0,0,0,0,6,14,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aljazeera.com/news/middleeast/2009/07/2009728185017911259.html,,2009,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/middleeast/2009/07/20097288577168288.html,Middle East,2009,2253,0,0,0,0,0,7,12,0,0,1,0,1,0,0,0,0,0,0,0,6
http://www.aljazeera.com/news/middleeast/2009/07/200972891258349317.html,Middle East,2009,2253,0,0,0,0,0,5,14,0,0,1,0,1,0,0,0,0,0,0,0,0
http://www.aljazeera.com/news/europe/2009/08/200981915830165247.html,Europe,2009,2231,0,0,0,0,0,5,14,0,0,-1,0,0,1,0,0,0,0,0,0,6
